"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"1/11/2013","Panera Bread","PANERA BREAD #3031 CINNCINNATI OH            01/09","7.87","debit","Fast Food","CHASE COLLEGE","",""
"1/11/2013","Office Depot","OFFICE DEPOT 00 MILFORD OH01/11","17.56","debit","Office Supplies","CHASE COLLEGE","",""
"1/11/2013","Panera Bread","PANERA BREAD #3031 CINNCINNATI OH            01/09","1.69","debit","Fast Food","CHASE COLLEGE","",""
"1/10/2013","Transfer from CHASE SAVINGS","Online Transfer from  SAV ...3255 transaction#: 3056700052","3000.00","credit","Transfer","CHASE COLLEGE","",""
"1/10/2013","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...4335transaction#: 3056700052","3000.00","debit","Transfer","CHASE SAVINGS","",""
"1/10/2013","iTunes","APL*APPLE ITUNES STOR 866-712-7753 CA        01/10","0.99","debit","Music","CHASE COLLEGE","",""
"1/09/2013","Panera Bread","PANERA BREAD #3053 MILFORD OH01/07","2.31","debit","Fast Food","CHASE COLLEGE","",""
"1/09/2013","Panera Bread","PANERA BREAD #3053 MILFORD OH01/07","1.79","debit","Fast Food","CHASE COLLEGE","",""
"1/09/2013","CVS","CVS 02715 02715--Vine CincinnatiOH  615964  01/09","5.64","debit","Pharmacy","CHASE COLLEGE","",""
"1/08/2013","Estes Lakeshore News","ESTES LAKESHORE NEWS ST PAUL MN01/06","5.55","debit","Uncategorized","CHASE COLLEGE","",""
"1/07/2013","Returned Item Fee","RETURNED ITEM FEE FOR AN UNPAIDCHECK #162 IN THE AMOUNT OF $599","34.00","debit","Fees & Charges","CHASE COLLEGE","",""
"1/07/2013","Kansas City Life Insurance","KANSAS CITY LIFE INS PREMSPPD ID: 940308260K","15.39","debit","Financial","CHASE COLLEGE","",""
"1/07/2013","PayPal","PAYPAL           INST XFER  4PW226M2NRCMC   WEB ID: PAYPALSI66","36.00","debit","Shopping","CHASE COLLEGE","",""
"1/07/2013","Interest","INTEREST PAYMENT","0.03","credit","Interest Income","CHASE SAVINGS","",""
"1/07/2013","O'Reilly Auto Parts","OREILLY AUTO PARTS 291 OAKLAND CA    167203  01/04","43.59","debit","Service & Parts","CHASE COLLEGE","",""
"1/07/2013","iTunes","APL*APPLE ITUNES STOR 866-712-7753 CA        01/05","4.98","debit","Music","CHASE COLLEGE","",""
"1/07/2013","Beeminder Com Il","BEEMINDER.COM 7342767285 IL01/03","5.00","debit","Uncategorized","CHASE COLLEGE","",""
"1/07/2013","Beeminder Com Il","BEEMINDER.COM 7342767285 IL01/03","2.50","debit","Uncategorized","CHASE COLLEGE","",""
"1/07/2013","Twilio Ca","TWILIO 877-889-4546 CA01/04","20.00","debit","Uncategorized","CHASE COLLEGE","",""
"1/04/2013","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","900.00","credit","Income","CHASE SAVINGS","",""
"1/04/2013","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","875.00","credit","Income","CHASE SAVINGS","",""
"1/04/2013","Chipotle","CHIPOTLE 0231 BERKELEY CA01/03","8.67","debit","Fast Food","CHASE COLLEGE","",""
"1/04/2013","Ashby Super Market","Ashby Supermarket Berkeley CA136720  01/04","5.15","debit","Groceries","CHASE COLLEGE","",""
"1/04/2013","Chevron","CHEVRON/XTRA OIL COMPA BERKELEYCA   120900  01/04","2.39","debit","Gas & Fuel","CHASE COLLEGE","",""
"1/02/2013","BART","BART-POWELL        QPS 5104646979 CA         01/01","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"1/02/2013","Subway","SUBWAY        005110 SAN FRANCISCO CA        01/01","8.88","debit","Fast Food","CHASE COLLEGE","",""
"1/02/2013","McDonald's","MCDONALD'S F17728 SAN FRANCISCOCA           12/31","5.41","debit","Fast Food","CHASE COLLEGE","",""
"1/02/2013","BART","BART NORTH BERKELE QPS 5104646979 CA         12/31","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"12/31/2012","PayPal","PAYPAL           INST XFER  4PW226LFV7B9Q   WEB ID: PAYPALSI66","7.99","debit","Shopping","CHASE COLLEGE","",""
"12/31/2012","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...7281transaction#: 3037597136","1250.00","debit","Transfer","CHASE COLLEGE","",""
"12/31/2012","Target","TARGET T1926 TARGET T1 ALBANY CA730119  12/30","234.20","debit","Shopping","CHASE COLLEGE","",""
"12/31/2012","Transfer from CHASE COLLEGE","Online Transfer from  CHK ...4335 transaction#: 3037597136","1250.00","credit","Transfer","CHASE COLLEGE","",""
"12/28/2012","Straighttalk Airtime Fl","STRAIGHTTALK*AIRTIME 877-430-2355 FL         12/28","45.95","debit","Mobile Phone","CHASE COLLEGE","",""
"12/28/2012","Pic-N-Pac Liquors","PIC N PAC LIQUORS BERKELEY CA619858  12/28","27.83","debit","Alcohol & Bars","CHASE COLLEGE","",""
"12/27/2012","ATM Withdrawal King","ATM WITHDRAWAL009709  12/27255 KING","80.00","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"12/26/2012","Pathjoy Ca","PATHJOY 855-728-4569 CA12/24","100.00","debit","Uncategorized","CHASE COLLEGE","",""
"12/24/2012","iTunes","APL*APPLE ITUNES STOR 866-712-7753 CA        12/24","0.99","debit","Music","CHASE COLLEGE","",""
"12/21/2012","Delta","DELTA AIR   00623207957 DELTA.COM CA         12/20","281.20","debit","Air Travel","CHASE COLLEGE","",""
"12/21/2012","Chipotle","CHIPOTLE 0231 BERKELEY CA12/20","19.74","debit","Fast Food","CHASE COLLEGE","",""
"12/20/2012","Amazon","Amazon.com AMZN.COM/BILL WA12/19","8.27","debit","Shopping","CHASE COLLEGE","",""
"12/20/2012","Amazon","Amazon.com AMZN.COM/BILL WA12/19","11.19","debit","Shopping","CHASE COLLEGE","",""
"12/20/2012","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        12/19","35.88","debit","Shopping","CHASE COLLEGE","",""
"12/19/2012","BART","BART-POWELL SAN FRANCISCO CA12/19","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"12/19/2012","ATM Withdrawal Marke","ATM WITHDRAWAL197882  12/19731 MARKE","120.00","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"12/19/2012","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        12/19","19.44","debit","Shopping","CHASE COLLEGE","",""
"12/19/2012","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        12/19","50.95","debit","Shopping","CHASE COLLEGE","",""
"12/18/2012","Ashby Super Market","Ashby Supermarket Berkeley CA129246  12/18","3.75","debit","Groceries","CHASE COLLEGE","",""
"12/17/2012","BART","BART NORTH BERK BERKELEY CA12/17","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"12/17/2012","Ashby Super Market","Ashby Supermarket Berkeley CA496933  12/15","2.95","debit","Groceries","CHASE COLLEGE","",""
"12/17/2012","BART","BART NORTH BERKELE QPS 5104646979 CA         12/14","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"12/14/2012","Amazon","Amazon.com AMZN.COM/BILL WA12/13","18.73","debit","Shopping","CHASE COLLEGE","",""
"12/14/2012","Ashby Super Market","Ashby Supermarket Berkeley CA665126  12/14","5.14","debit","Groceries","CHASE COLLEGE","",""
"12/14/2012","Ashby Super Market","Ashby Supermarket Berkeley CA583597  12/14","4.01","debit","Groceries","CHASE COLLEGE","",""
"12/13/2012","BART","BART NORTH BERKELE QPS 5104646979 CA         12/12","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"12/13/2012","Safeway","SAFEWAY  STORE  0676 ALBANY CA557137  12/13","14.56","debit","Groceries","CHASE COLLEGE","",""
"12/12/2012","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","1750.00","credit","Income","CHASE COLLEGE","",""
"12/11/2012","Pathjoy Ca","PATHJOY 855-728-4569 CA12/09","100.00","debit","Uncategorized","CHASE COLLEGE","",""
"12/10/2012","Costco","COSTCO WHSE #0482 RICHMOND CA403987  12/09","143.06","debit","Groceries","CHASE COLLEGE","",""
"12/10/2012","Chevron","CHEVRON 00306144 BERKELEY CA12/07","3.04","debit","Gas & Fuel","CHASE COLLEGE","",""
"12/10/2012","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    965059  12/08","4.29","debit","Pharmacy","CHASE COLLEGE","",""
"12/10/2012","Simply Greek Berkeley","SIMPLY GREEK BERKELEY BERKELEY CA            12/07","2.03","debit","Restaurants","CHASE COLLEGE","",""
"12/07/2012","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   853334  12/07","11.30","debit","Groceries","CHASE COLLEGE","",""
"12/07/2012","L K Liquors","LK LIQUORS BERKELEY CA051083  12/06","5.98","debit","Alcohol & Bars","CHASE COLLEGE","",""
"12/06/2012","Check 195","CHECK 195","369.00","debit","Check","CHASE COLLEGE","",""
"12/06/2012","Ashby Super Market","Ashby Supermarket Berkeley CA442907  12/06","4.00","debit","Groceries","CHASE COLLEGE","",""
"12/06/2012","Kansas City Life Insurance","KANSAS CITY LIFE INS PREMSPPD ID: 940308260K","15.39","debit","Financial","CHASE COLLEGE","",""
"12/06/2012","BART","BART NORTH BERKELE QPS 5104646979 CA         12/05","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"12/06/2012","Google","GOOGLE*6206167308 CC@GOOGLE.COMCA           12/05","17.44","debit","Advertising","CHASE COLLEGE","",""
"12/06/2012","Interest","INTEREST PAYMENT","0.01","credit","Interest Income","CHASE SAVINGS","",""
"12/05/2012","Pathjoy Ca","PATHJOY 855-728-4569 CA12/03","100.00","debit","Uncategorized","CHASE COLLEGE","",""
"12/05/2012","Chipotle","CHIPOTLE 0231 BERKELEY CA12/04","2.56","debit","Fast Food","CHASE COLLEGE","",""
"12/05/2012","Amazon","Amazon Web Services aws.amazon.co WA         12/05","0.88","debit","Shopping","CHASE COLLEGE","",""
"12/05/2012","Domino's Pizza","DOMINO'S 7902 510-222-9025 CA12/03","17.19","debit","Fast Food","CHASE COLLEGE","",""
"12/04/2012","iTunes","APL*APPLE ITUNES STOR 866-712-7753 CA        12/04","0.99","debit","Music","CHASE COLLEGE","",""
"12/04/2012","Pathjoy Ca","PATHJOY 855-728-4569 CA12/03","100.00","debit","Uncategorized","CHASE COLLEGE","",""
"12/03/2012","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   081106  12/01","2.69","debit","Groceries","CHASE COLLEGE","",""
"12/03/2012","BART","BART NORTH BERK BERKELEY CA12/02","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"12/03/2012","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   068287  12/01","16.72","debit","Groceries","CHASE COLLEGE","",""
"12/03/2012","PayPal","PAYPAL           INST XFER  4PW226GVXEBL4   WEB ID: PAYPALSI66","7.99","debit","Shopping","CHASE COLLEGE","",""
"12/03/2012","Ashby Super Market","Ashby Supermarket Berkeley CA237828  12/02","4.05","debit","Groceries","CHASE COLLEGE","",""
"11/30/2012","Randalls","SQ *RANDALL FARMER Berkeley CA11/29","250.00","debit","Groceries","CHASE COLLEGE","",""
"11/30/2012","BART","BART NORTH BERKELE QPS 5104646979 CA         11/29","7.00","debit","Public Transportation","CHASE COLLEGE","",""
"11/29/2012","BART","BART NORTH BERKELE QPS 5104646979 CA         11/28","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"11/29/2012","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","875.00","credit","Income","CHASE COLLEGE","",""
"11/29/2012","Create","CREATE MORE, INC. 415-896-9622 CA            11/28","10.84","debit","Gift","CHASE COLLEGE","",""
"11/29/2012","Deposit Id Number","DEPOSIT  ID NUMBER 433558","3571.92","credit","Income","CHASE SAVINGS","",""
"11/28/2012","Chipotle","CHIPOTLE 0231 BERKELEY CA11/27","7.29","debit","Fast Food","CHASE COLLEGE","",""
"11/28/2012","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    908530  11/27","12.37","debit","Pharmacy","CHASE COLLEGE","",""
"11/26/2012","Pathjoy Ca","PATHJOY 855-728-4569 CA11/23","100.00","debit","Uncategorized","CHASE COLLEGE","",""
"11/26/2012","Safeway","SAFEWAY  STORE  0676 ALBANY CA496833  11/23","21.85","debit","Groceries","CHASE COLLEGE","",""
"11/23/2012","Ashby Super Market","Ashby Supermarket Berkeley CA013098  11/23","8.00","debit","Groceries","CHASE COLLEGE","",""
"11/23/2012","Ashby Super Market","Ashby Supermarket Berkeley CA999449  11/22","5.11","debit","Groceries","CHASE COLLEGE","",""
"11/20/2012","Transfer from CHASE SAVINGS","Online Transfer from  SAV ...3255 transaction#: 2973233637","700.00","credit","Transfer","CHASE COLLEGE","",""
"11/20/2012","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...4335transaction#: 2973233637","700.00","debit","Transfer","CHASE SAVINGS","",""
"11/19/2012","Safeway","SAFEWAY  STORE  0676 ALBANY CA418059  11/18","43.67","debit","Groceries","CHASE COLLEGE","",""
"11/15/2012","Transfer from CHASE SAVINGS","Online Transfer from  SAV ...3255 transaction#: 2963411790","150.00","credit","Transfer","CHASE COLLEGE","",""
"11/15/2012","Pathjoy Ca","PATHJOY 855-728-4569 CA11/14","120.00","debit","Uncategorized","CHASE COLLEGE","",""
"11/15/2012","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...4335transaction#: 2963411790","150.00","debit","Transfer","CHASE SAVINGS","",""
"11/14/2012","Transfer from CHASE SAVINGS","Online Transfer from  SAV ...3255 transaction#: 2961596234","200.00","credit","Transfer","CHASE COLLEGE","",""
"11/14/2012","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...4335transaction#: 2961596234","200.00","debit","Transfer","CHASE SAVINGS","",""
"11/09/2012","Simply Greek Berkeley","SIMPLY GREEK BERKELEY BERKELEY CA            11/08","16.80","debit","Restaurants","CHASE COLLEGE","",""
"11/09/2012","BART","BART NORTH BERKELE QPS 5104646979 CA         11/08","3.50","debit","Public Transportation","CHASE COLLEGE","",""
"11/09/2012","Check 137","CHECK 137","1068.00","debit","Check","CHASE COLLEGE","",""
"11/09/2012","Safeway","SAFEWAY  STORE  0676 ALBANY CA988785  11/09","36.39","debit","Groceries","CHASE COLLEGE","",""
"11/08/2012","BART","BART NORTH BERKELE QPS 5104646979 CA         11/07","7.00","debit","Public Transportation","CHASE COLLEGE","",""
"11/07/2012","PayPal","PAYPAL           INST XFER  4PW226E6TRNZ6   WEB ID: PAYPALSI66","18.75","debit","Shopping","CHASE COLLEGE","",""
"11/07/2012","Safeway","SAFEWAY  STORE  0691 BERKELEY CA990437  11/07","6.99","debit","Groceries","CHASE COLLEGE","",""
"11/06/2012","ATM Fee","NON-CHASE ATM WITHDRAW328075  11/052948 MART","2.50","debit","ATM Fee","CHASE COLLEGE","",""
"11/06/2012","Non Chase ATM","NON-CHASE ATM WITHDRAW328075  11/052948 MART","80.00","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"11/06/2012","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        11/05","27.71","debit","Shopping","CHASE COLLEGE","",""
"11/06/2012","ATM Fee","NON-CHASE ATM FEE-WITH","2.00","debit","ATM Fee","CHASE COLLEGE","",""
"11/06/2012","Kansas City Life Insurance","KANSAS CITY LIFE INS PREMSPPD ID: 940308260K","15.39","debit","Financial","CHASE COLLEGE","",""
"11/06/2012","Google","GOOGLE*6206167308 CC@GOOGLE.COMCA           11/05","50.00","debit","Advertising","CHASE COLLEGE","",""
"11/06/2012","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        11/05","13.69","debit","Shopping","CHASE COLLEGE","",""
"11/06/2012","Ashby Super Market","Ashby Supermarket Berkeley CA205157  11/06","5.25","debit","Groceries","CHASE COLLEGE","",""
"11/06/2012","Interest","INTEREST PAYMENT","0.01","credit","Interest Income","CHASE SAVINGS","",""
"11/05/2012","ATM Fee","NON-CHASE ATM WITHDRAW523848  11/041300 SAN","2.50","debit","ATM Fee","CHASE COLLEGE","",""
"11/05/2012","Non Chase ATM","NON-CHASE ATM WITHDRAW523848  11/041300 SAN","60.00","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"11/05/2012","Amazon","Amazon Web Services aws.amazon.co WA         11/05","5.69","debit","Shopping","CHASE COLLEGE","",""
"11/05/2012","Ashby Super Market","Ashby Supermarket Berkeley CA484996  11/05","2.27","debit","Groceries","CHASE COLLEGE","",""
"11/05/2012","BART","BART ASHBY STAT BERKELEY CA11/02","20.25","debit","Public Transportation","CHASE COLLEGE","",""
"11/05/2012","Simply Greek Berkeley","SIMPLY GREEK BERKELEY BERKELEY CA            11/02","7.88","debit","Restaurants","CHASE COLLEGE","",""
"11/05/2012","BART","BART NORTH BERK BERKELEY CA11/05","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"11/05/2012","ATM Fee","NON-CHASE ATM FEE-WITH","2.00","debit","ATM Fee","CHASE COLLEGE","",""
"11/05/2012","Shattuck Cinemas","SHATTUCK CINEMA BERKELEY CA11/03","13.00","debit","Movies & DVDs","CHASE COLLEGE","",""
"11/02/2012","Check 194","CHECK 194","592.00","debit","Check","CHASE COLLEGE","",""
"11/01/2012","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   485616  11/01","21.67","debit","Groceries","CHASE COLLEGE","",""
"11/01/2012","Amazon","Amazon Payments 866-749-7545 WA10/31","200.00","debit","Shopping","CHASE COLLEGE","",""
"11/01/2012","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    031527  10/31","16.65","debit","Pharmacy","CHASE COLLEGE","",""
"10/31/2012","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        10/31","5.94","debit","Shopping","CHASE COLLEGE","",""
"10/31/2012","PayPal","PAYPAL           INST XFER  4PW226DHCNYFC   WEB ID: PAYPALSI66","7.99","debit","Shopping","CHASE COLLEGE","",""
"10/29/2012","ATM Fee","NON-CHASE ATM WITHDRAW320810  10/282966 Coll","2.00","debit","ATM Fee","CHASE COLLEGE","",""
"10/29/2012","Non Chase ATM","NON-CHASE ATM WITHDRAW320810  10/282966 Coll","60.00","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"10/29/2012","Lalimes","LALIMES BERKELEY CA10/27","44.06","debit","Uncategorized","CHASE COLLEGE","",""
"10/29/2012","BART","BART NORTH BERK BERKELEY CA10/28","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"10/29/2012","ATM Fee","NON-CHASE ATM FEE-WITH","2.00","debit","ATM Fee","CHASE COLLEGE","",""
"10/26/2012","Walgreens","WALGREENS 2801 ADELINE BERKELEYCA   605589  10/26","4.49","debit","Pharmacy","CHASE COLLEGE","",""
"10/26/2012","iTunes","APL*APPLE ITUNES STOR 866-712-7753 CA        10/26","0.99","debit","Music","CHASE COLLEGE","",""
"10/25/2012","Randalls","SQ *RANDALL FARMER Berkeley CA10/24","250.00","debit","Groceries","CHASE COLLEGE","",""
"10/25/2012","Solano Eyecare","SOLANO EYECARE OPTMTRC BERKELEYCA   407423  10/25","374.00","debit","Eyecare","CHASE COLLEGE","",""
"10/25/2012","BART","BART-CLIPPER N BERKELEY CA10/25","39.00","debit","Public Transportation","CHASE COLLEGE","",""
"10/25/2012","Safeway","SAFEWAY  STORE  0676 ALBANY CA454293  10/25","10.18","debit","Groceries","CHASE COLLEGE","",""
"10/25/2012","Simply Greek Berkeley","SIMPLY GREEK BERKELEY BERKELEY CA            10/24","8.42","debit","Restaurants","CHASE COLLEGE","",""
"10/24/2012","Ashby Super Market","Ashby Supermarket Berkeley CA904135  10/24","2.10","debit","Groceries","CHASE COLLEGE","",""
"10/24/2012","Eat 24 Hours","EAT24HOURS COM 866-3281123 CA10/23","33.50","debit","Restaurants","CHASE COLLEGE","",""
"10/23/2012","Ashby Super Market","Ashby Supermarket Berkeley CA985464  10/23","4.49","debit","Groceries","CHASE COLLEGE","",""
"10/23/2012","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   124769  10/23","11.50","debit","Groceries","CHASE COLLEGE","",""
"10/23/2012","Chevron","CHEVRON/XTRA OIL COMPA BERKELEYCA   731146  10/23","8.47","debit","Gas & Fuel","CHASE COLLEGE","",""
"10/22/2012","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        10/22","14.00","debit","Shopping","CHASE COLLEGE","",""
"10/22/2012","Safeway","SAFEWAY  STORE  0676 ALBANY CA626367  10/20","68.39","debit","Groceries","CHASE COLLEGE","",""
"10/22/2012","Copy Center","EASY COPY CENTER BERKELEY CA10/19","8.64","debit","Business Services","CHASE COLLEGE","",""
"10/22/2012","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        10/22","48.49","debit","Shopping","CHASE COLLEGE","",""
"10/22/2012","Harvey's","HARVEYS PL330 5TH ST SAN FRANCISCO CA784356  10/22","2.69","debit","Groceries","CHASE COLLEGE","",""
"10/19/2012","Lalimes","LALIMES BERKELEY CA10/18","35.63","debit","Uncategorized","CHASE COLLEGE","",""
"10/19/2012","Chevron","CHEVRON/XTRA OIL COMPA BERKELEYCA   799650  10/19","3.60","debit","Gas & Fuel","CHASE COLLEGE","",""
"10/19/2012","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   890073  10/19","12.82","debit","Groceries","CHASE COLLEGE","",""
"10/19/2012","Drate Pharmacy","Drate Pharmacy Berkeley CA764923  10/19","1.36","debit","Pharmacy","CHASE COLLEGE","",""
"10/17/2012","Chevron","CHEVRON/XTRA OIL COMPA BERKELEYCA   034322  10/17","3.60","debit","Gas & Fuel","CHASE COLLEGE","",""
"10/17/2012","Trader Joe's","TRADER JOE'S #186 BERKELEY CA298180  10/17","69.31","debit","Groceries","CHASE COLLEGE","",""
"10/17/2012","Chevron","CHEVRON/XTRA OIL COMPA BERKELEYCA   558175  10/16","3.04","debit","Gas & Fuel","CHASE COLLEGE","",""
"10/15/2012","BART","BART-CLIPPER N BERKELEY 5104646979 CA        10/13","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"10/15/2012","Chevron","CHEVRON/XTRA OIL COMPA BERKELEYCA   573552  10/15","5.09","debit","Gas & Fuel","CHASE COLLEGE","",""
"10/15/2012","San Fran Pizza","SAN FRAN PIZZA-ORDER IN RICHMONDCA          10/13","31.12","debit","Restaurants","CHASE COLLEGE","",""
"10/15/2012","Chevron","CHEVRON 00306144 BERKELEY CA10/12","9.69","debit","Gas & Fuel","CHASE COLLEGE","",""
"10/15/2012","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   578095  10/15","9.58","debit","Groceries","CHASE COLLEGE","",""
